Datetime,UnixTime,Pressure,FlowF,Total
01-01-2024 0:00,1704042000,1.57,7.2,858088.6
01-01-2024 0:15,1704042900,1.56,7.2,858090.4
01-01-2024 0:30,1704043800,1.57,7.2,858092.2
01-01-2024 0:45,1704044700,1.56,7.2,858094
01-01-2024 1:00,1704045600,1.57,7.2,858095.8
01-01-2024 1:15,1704046500,1.56,6.8,858097.5
01-01-2024 1:30,1704047400,1.57,6.4,858099.1
01-01-2024 1:45,1704048300,1.56,6.4,858100.7
01-01-2024 2:00,1704049200,1.56,6.8,858102.4
01-01-2024 2:15,1704050100,1.56,6.4,858104
01-01-2024 2:30,1704051000,1.56,6.8,858105.7
01-01-2024 2:45,1704051900,1.55,6.4,858107.3
01-01-2024 3:00,1704052800,1.56,7.2,858109.1
01-01-2024 3:15,1704053700,1.56,6.8,858110.8
01-01-2024 3:30,1704054600,1.56,6.4,858112.4
01-01-2024 3:45,1704055500,1.55,7.2,858114.2
01-01-2024 4:00,1704056400,1.55,7.2,858116
01-01-2024 4:15,1704057300,1.55,7.6,858117.9
01-01-2024 4:30,1704058200,1.56,8,858119.9
01-01-2024 4:45,1704059100,1.53,9.6,858122.3
01-01-2024 5:00,1704060000,2.14,15.9,858126.3
01-01-2024 5:15,1704060900,2.07,17.6,858130.7
01-01-2024 5:30,1704061800,2.09,18,858135.2
01-01-2024 5:45,1704062700,2.06,22,858140.7
01-01-2024 6:00,1704063600,2.09,21.6,858146.1
01-01-2024 6:15,1704064500,2.08,22.8,858151.8
01-01-2024 6:30,1704065400,1.96,24.4,858157.9
01-01-2024 6:45,1704066300,1.96,29.6,858165.3
01-01-2024 7:00,1704067200,1.99,30.8,858173
01-01-2024 7:15,1704068100,1.87,34,858181.5
01-01-2024 7:30,1704069000,1.87,36.4,858190.6
01-01-2024 7:45,1704069900,1.99,38.4,858200.2
01-01-2024 8:00,1704070800,1.95,36.4,858209.3
01-01-2024 8:15,1704071700,1.87,35.2,858218.1
01-01-2024 8:30,1704072600,1.89,37.6,858227.5
01-01-2024 8:45,1704073500,1.97,31.6,858235.4
01-01-2024 9:00,1704074400,1.88,33.2,858243.7
01-01-2024 9:15,1704075300,1.96,34,858252.2
01-01-2024 9:30,1704076200,2.03,36,858261.2
01-01-2024 9:45,1704077100,2,35.6,858270.1
01-01-2024 10:00,1704078000,1.97,30.4,858277.7
01-01-2024 10:15,1704078900,1.96,32.4,858285.8
01-01-2024 10:30,1704079800,1.95,32.4,858293.9
01-01-2024 10:45,1704080700,2,31.6,858301.8
01-01-2024 11:00,1704081600,2.02,30,858309.3
01-01-2024 11:15,1704082500,2.05,30.4,858316.9
01-01-2024 11:30,1704083400,2.02,28,858323.9
01-01-2024 11:45,1704084300,1.96,28,858330.9
01-01-2024 12:00,1704085200,2.09,27.2,858337.7
01-01-2024 12:15,1704086100,2.06,24.8,858343.9
01-01-2024 12:30,1704087000,2.05,24,858349.9
01-01-2024 12:45,1704087900,2.08,23.6,858355.8
01-01-2024 13:00,1704088800,2.08,23.6,858361.7
01-01-2024 13:15,1704089700,2,22,858367.2
01-01-2024 13:30,1704090600,2.04,24.8,858373.4
01-01-2024 13:45,1704091500,2.02,24.4,858379.5
01-01-2024 14:00,1704092400,2.08,20.8,858384.7
01-01-2024 14:15,1704093300,2.04,21.6,858390.1
01-01-2024 14:30,1704094200,2.05,22,858395.6
01-01-2024 14:45,1704095100,2.02,24.4,858401.7
01-01-2024 15:00,1704096000,1.97,27.6,858408.6
01-01-2024 15:15,1704096900,2.03,29.6,858416
01-01-2024 15:30,1704097800,1.93,29.6,858423.4
01-01-2024 15:45,1704098700,2.02,32.4,858431.5
01-01-2024 16:00,1704099600,2.04,30,858439
01-01-2024 16:15,1704100500,1.95,33.6,858447.4
01-01-2024 16:30,1704101400,2.01,32.4,858455.5
01-01-2024 16:45,1704102300,1.95,38,858465
01-01-2024 17:00,1704103200,1.86,40,858475
01-01-2024 17:15,1704104100,1.88,40.8,858485.2
01-01-2024 17:30,1704105000,1.95,40.8,858495.4
01-01-2024 17:45,1704105900,1.98,40,858505.4
01-01-2024 18:00,1704106800,1.93,39.2,858515.2
01-01-2024 18:15,1704107700,1.96,34.4,858523.8
01-01-2024 18:30,1704108600,1.98,34.4,858532.4
01-01-2024 18:45,1704109500,1.96,30,858539.9
01-01-2024 19:00,1704110400,1.98,30.8,858547.6
01-01-2024 19:15,1704111300,1.97,32,858555.6
01-01-2024 19:30,1704112200,1.98,30.4,858563.2
01-01-2024 19:45,1704113100,2.05,28.8,858570.4
01-01-2024 20:00,1704114000,2.07,23.2,858576.2
01-01-2024 20:15,1704114900,2.03,24.8,858582.4
01-01-2024 20:30,1704115800,2.05,23.2,858588.2
01-01-2024 20:45,1704116700,2.06,23.6,858594.1
01-01-2024 21:00,1704117600,2.03,22,858599.6
01-01-2024 21:15,1704118500,2.02,22.4,858605.2
01-01-2024 21:30,1704119400,2.08,20.4,858610.3
01-01-2024 21:45,1704120300,1.31,18.4,858614.9
01-01-2024 22:00,1704121200,1.51,14.4,858618.5
01-01-2024 22:15,1704122100,1.5,11.2,858621.3
01-01-2024 22:30,1704123000,1.54,11.2,858624.1
01-01-2024 22:45,1704123900,1.52,11.6,858627
01-01-2024 23:00,1704124800,1.52,11.6,858629.9
01-01-2024 23:15,1704125700,1.55,9.2,858632.2
01-01-2024 23:30,1704126600,1.54,7.6,858634.1
01-01-2024 23:45,1704127500,1.56,8.4,858636.2
02-01-2024 0:00,1704128400,1.53,7.2,858638
02-01-2024 0:15,1704129300,1.54,7.6,858639.9
02-01-2024 0:30,1704130200,1.54,7.2,858641.7
02-01-2024 0:45,1704131100,1.54,6.8,858643.4
02-01-2024 1:00,1704132000,1.55,7.2,858645.2
02-01-2024 1:15,1704132900,1.54,6.4,858646.8
02-01-2024 1:30,1704133800,1.55,6.8,858648.5
02-01-2024 1:45,1704134700,1.54,6.4,858650.1
02-01-2024 2:00,1704135600,1.56,6,858651.6
02-01-2024 2:15,1704136500,1.55,6.4,858653.2
02-01-2024 2:30,1704137400,1.55,6.4,858654.8
02-01-2024 2:45,1704138300,1.55,6.8,858656.5
02-01-2024 3:00,1704139200,1.55,6.8,858658.2
02-01-2024 3:15,1704140100,1.56,6.8,858659.9
02-01-2024 3:30,1704141000,1.54,7.2,858661.7
02-01-2024 3:45,1704141900,1.55,6.8,858663.4
02-01-2024 4:00,1704142800,1.55,8.4,858665.5
02-01-2024 4:15,1704143700,1.56,7.6,858667.4
02-01-2024 4:30,1704144600,1.51,8.8,858669.6
02-01-2024 4:45,1704145500,1.54,10,858672.1
02-01-2024 5:00,1704146400,1.57,11.6,858675
02-01-2024 5:15,1704147300,2.08,16,858679
02-01-2024 5:30,1704148200,2.07,18.8,858683.7
02-01-2024 5:45,1704149100,2.05,21.2,858689
02-01-2024 6:00,1704150000,2.05,21.2,858694.3
02-01-2024 6:15,1704150900,1.99,29.2,858701.6
02-01-2024 6:30,1704151800,1.86,35.2,858710.4
02-01-2024 6:45,1704152700,2.02,31.2,858718.2
02-01-2024 7:00,1704153600,1.95,28,858725.2
02-01-2024 7:15,1704154500,1.94,32.4,858733.3
02-01-2024 7:30,1704155400,2.02,34.4,858741.9
02-01-2024 7:45,1704156300,2,30.8,858749.6
02-01-2024 8:00,1704157200,1.99,29.2,858756.9
02-01-2024 8:15,1704158100,2.01,29.2,858764.2
02-01-2024 8:30,1704159000,2.05,28.8,858771.4
02-01-2024 8:45,1704159900,2.1,26.8,858778.1
02-01-2024 9:00,1704160800,1.95,27.6,858785
02-01-2024 9:15,1704161700,1.99,30,858792.5
02-01-2024 9:30,1704162600,1.98,27.2,858799.3
02-01-2024 9:45,1704163500,1.95,30.8,858807
02-01-2024 10:00,1704164400,2.07,30,858814.5
02-01-2024 10:15,1704165300,2.07,27.2,858821.3
02-01-2024 10:30,1704166200,1.98,28.4,858828.4
02-01-2024 10:45,1704167100,1.99,30.4,858836
02-01-2024 11:00,1704168000,1.87,33.2,858844.3
02-01-2024 11:15,1704168900,1.99,35.6,858853.2
02-01-2024 11:30,1704169800,1.91,34.4,858861.8
02-01-2024 11:45,1704170700,1.98,29.6,858869.2
02-01-2024 12:00,1704171600,2.05,28.4,858876.3
02-01-2024 12:15,1704172500,2.05,30.8,858884
02-01-2024 12:30,1704173400,2.15,26.7,858890.7
02-01-2024 12:45,1704174300,2.06,24.4,858896.8
02-01-2024 13:00,1704175200,2.05,23.2,858902.6
02-01-2024 13:15,1704176100,2.02,22,858908.1
02-01-2024 13:30,1704177000,2.08,21.2,858913.4
02-01-2024 13:45,1704177900,2.07,25.2,858919.7
02-01-2024 14:00,1704178800,2.03,23.2,858925.5
02-01-2024 14:15,1704179700,2.07,22,858931
02-01-2024 14:30,1704180600,2.07,20.4,858936.1
02-01-2024 14:45,1704181500,2.08,22,858941.6
02-01-2024 15:00,1704182400,2.09,20.8,858946.8
02-01-2024 15:15,1704183300,2.05,21.2,858952.1
02-01-2024 15:30,1704184200,2.02,22.8,858957.8
02-01-2024 15:45,1704185100,2.11,24.4,858963.9
02-01-2024 16:00,1704186000,2.03,25.2,858970.2
02-01-2024 16:15,1704186900,2,28.8,858977.4
02-01-2024 16:30,1704187800,1.97,29.2,858984.7
02-01-2024 16:45,1704188700,1.99,32.4,858992.8
02-01-2024 17:00,1704189600,2,28.8,859000
02-01-2024 17:15,1704190500,2.04,34.4,859008.6
02-01-2024 17:30,1704191400,1.98,32.8,859016.8
02-01-2024 17:45,1704192300,1.95,36.8,859026
02-01-2024 18:00,1704193200,1.95,36.4,859035.1
02-01-2024 18:15,1704194100,1.99,35.6,859044
02-01-2024 18:30,1704195000,2.02,32,859052
02-01-2024 18:45,1704195900,2.02,31.6,859059.9
02-01-2024 19:00,1704196800,1.88,34.8,859068.6
02-01-2024 19:15,1704197700,2.01,30.8,859076.3
02-01-2024 19:30,1704198600,2.04,30.4,859083.9
02-01-2024 19:45,1704199500,1.99,25.6,859090.3
02-01-2024 20:00,1704200400,2.01,24.8,859096.5
02-01-2024 20:15,1704201300,2.06,23.6,859102.4
02-01-2024 20:30,1704202200,2.02,23.6,859108.3
02-01-2024 20:45,1704203100,2.07,23.6,859114.2
02-01-2024 21:00,1704204000,2.06,21.6,859119.6
02-01-2024 21:15,1704204900,2.1,21.6,859125
02-01-2024 21:30,1704205800,2.08,19.6,859129.9
02-01-2024 21:45,1704206700,2.01,18.8,859134.6
02-01-2024 22:00,1704207600,1.53,16.4,859138.7
02-01-2024 22:15,1704208500,1.51,13.6,859142.1
02-01-2024 22:30,1704209400,1.46,10,859144.6
02-01-2024 22:45,1704210300,1.49,9.6,859147
02-01-2024 23:00,1704211200,1.48,8.8,859149.2
02-01-2024 23:15,1704212100,1.47,7.2,859151
02-01-2024 23:30,1704213000,1.5,6.4,859152.6
02-01-2024 23:45,1704213900,1.49,5.6,859154
03-01-2024 0:00,1704214800,1.48,6,859155.5
03-01-2024 0:15,1704215700,1.47,5.6,859156.9
03-01-2024 0:30,1704216600,1.49,6.4,859158.5
03-01-2024 0:45,1704217500,1.49,5.6,859159.9
03-01-2024 1:00,1704218400,1.49,6,859161.4
03-01-2024 1:15,1704219300,1.5,5.6,859162.8
03-01-2024 1:30,1704220200,1.49,6,859164.3
03-01-2024 1:45,1704221100,1.5,5.6,859165.7
03-01-2024 2:00,1704222000,1.5,5.6,859167.1
03-01-2024 2:15,1704222900,1.5,5.6,859168.5
03-01-2024 2:30,1704223800,1.5,5.2,859169.8
03-01-2024 2:45,1704224700,1.49,5.6,859171.2
03-01-2024 3:00,1704225600,1.5,6,859172.7
03-01-2024 3:15,1704226500,1.48,5.2,859174
03-01-2024 3:30,1704227400,1.49,6.4,859175.6
03-01-2024 3:45,1704228300,1.5,6,859177.1
03-01-2024 4:00,1704229200,1.49,6.8,859178.8
03-01-2024 4:15,1704230100,1.48,7.2,859180.6
03-01-2024 4:30,1704231000,1.49,8,859182.6
03-01-2024 4:45,1704231900,1.49,8.8,859184.8
03-01-2024 5:00,1704232800,2.11,16,859188.8
03-01-2024 5:15,1704233700,2.08,15.6,859192.7
03-01-2024 5:30,1704234600,2.1,16.8,859196.9
03-01-2024 5:45,1704235500,2.09,18.4,859201.5
03-01-2024 6:00,1704236400,2.04,22.8,859207.2
03-01-2024 6:15,1704237300,2,31.2,859215
03-01-2024 6:30,1704238200,1.82,37.6,859224.4
03-01-2024 6:45,1704239100,1.93,35.2,859233.2
03-01-2024 7:00,1704240000,1.89,34.8,859241.9
03-01-2024 7:15,1704240900,2,35.6,859250.8
03-01-2024 7:30,1704241800,2.06,31.6,859258.7
03-01-2024 7:45,1704242700,2.06,31.6,859266.6
03-01-2024 8:00,1704243600,2.05,31.6,859274.5
03-01-2024 8:15,1704244500,1.94,33.6,859282.9
03-01-2024 8:30,1704245400,1.99,32.4,859291
03-01-2024 8:45,1704246300,2.1,29.2,859298.3
03-01-2024 9:00,1704247200,1.97,24.8,859304.5
03-01-2024 9:15,1704248100,2.08,28.8,859311.7
03-01-2024 9:30,1704249000,1.99,28.4,859318.8
03-01-2024 9:45,1704249900,2.02,30,859326.3
03-01-2024 10:00,1704250800,2.06,29.2,859333.6
03-01-2024 10:15,1704251700,2.05,31.6,859341.5
03-01-2024 10:30,1704252600,2.05,30.8,859349.2
03-01-2024 10:45,1704253500,2.02,34,859357.7
03-01-2024 11:00,1704254400,2.04,30.4,859365.3
03-01-2024 11:15,1704255300,2.03,30.8,859373
03-01-2024 11:30,1704256200,2,26.4,859379.6
03-01-2024 11:45,1704257100,2.05,29.2,859386.9
03-01-2024 12:00,1704258000,2.05,28,859393.9
03-01-2024 12:15,1704258900,2.04,24,859399.9
03-01-2024 12:30,1704259800,2.01,24,859405.9
03-01-2024 12:45,1704260700,2.04,22.4,859411.5
03-01-2024 13:00,1704261600,2.06,22.8,859417.2
03-01-2024 13:15,1704262500,1.93,22.4,859422.8
03-01-2024 13:30,1704263400,2.07,23.2,859428.6
03-01-2024 13:45,1704264300,2.09,22.8,859434.3
03-01-2024 14:00,1704265200,2.05,22.8,859440
03-01-2024 14:15,1704266100,2.07,19.6,859444.9
03-01-2024 14:30,1704267000,2.01,20.8,859450.1
03-01-2024 14:45,1704267900,1.99,24.4,859456.2
03-01-2024 15:00,1704268800,1.97,25.6,859462.6
03-01-2024 15:15,1704269700,1.92,29.6,859470
03-01-2024 15:30,1704270600,2.05,29.2,859477.3
03-01-2024 15:45,1704271500,2,28,859484.3
03-01-2024 16:00,1704272400,2.04,26.8,859491
03-01-2024 16:15,1704273300,2.02,26,859497.5
03-01-2024 16:30,1704274200,2.02,28.8,859504.7
03-01-2024 16:45,1704275100,1.91,32.4,859512.8
03-01-2024 17:00,1704276000,1.84,38.8,859522.5
03-01-2024 17:15,1704276900,1.94,36.8,859531.7
03-01-2024 17:30,1704277800,1.81,38,859541.2
03-01-2024 17:45,1704278700,1.99,36,859550.2
03-01-2024 18:00,1704279600,1.92,36,859559.2
03-01-2024 18:15,1704280500,1.95,34,859567.7
03-01-2024 18:30,1704281400,2.02,34.4,859576.3
03-01-2024 18:45,1704282300,2.05,30.4,859583.9
03-01-2024 19:00,1704283200,2.05,28,859590.9
03-01-2024 19:15,1704284100,2.07,26,859597.4
03-01-2024 19:30,1704285000,2.07,24,859603.4
03-01-2024 19:45,1704285900,2,24.8,859609.6
03-01-2024 20:00,1704286800,2.03,26,859616.1
03-01-2024 20:15,1704287700,2.03,27.2,859622.9
03-01-2024 20:30,1704288600,2.11,27.1,859629.7
03-01-2024 20:45,1704289500,2.08,28,859636.7
03-01-2024 21:00,1704290400,2.04,25.2,859643
03-01-2024 21:15,1704291300,2.03,21.6,859648.4
03-01-2024 21:30,1704292200,2.07,22,859653.9
03-01-2024 21:45,1704293100,2.07,20.8,859659.1
03-01-2024 22:00,1704294000,2.05,18.8,859663.8
03-01-2024 22:15,1704294900,2.11,18.4,859668.4
03-01-2024 22:30,1704295800,1.45,14,859671.9
03-01-2024 22:45,1704296700,1.46,10,859674.4
03-01-2024 23:00,1704297600,1.43,12,859677.4
03-01-2024 23:15,1704298500,1.48,10.8,859680.1
03-01-2024 23:30,1704299400,1.48,5.6,859681.5
03-01-2024 23:45,1704300300,1.46,6.4,859683.1
04-01-2024 0:00,1704301200,1.48,6,859684.6
04-01-2024 0:15,1704302100,1.5,5.2,859685.9
04-01-2024 0:30,1704303000,1.5,5.2,859687.2
04-01-2024 0:45,1704303900,1.67,6,859688.7
04-01-2024 1:00,1704304800,1.69,7.6,859690.6
04-01-2024 1:15,1704305700,1.56,6.4,859692.2
04-01-2024 1:30,1704306600,1.56,5.6,859693.6
04-01-2024 1:45,1704307500,1.57,6.4,859695.2
04-01-2024 2:00,1704308400,1.55,5.2,859696.5
04-01-2024 2:15,1704309300,1.54,5.6,859697.9
04-01-2024 2:30,1704310200,1.59,5.2,859699.2
04-01-2024 2:45,1704311100,1.54,5.2,859700.5
04-01-2024 3:00,1704312000,1.55,5.6,859701.9
04-01-2024 3:15,1704312900,1.54,6.8,859703.6
04-01-2024 3:30,1704313800,1.55,6.8,859705.3
04-01-2024 3:45,1704314700,1.54,5.2,859706.6
04-01-2024 4:00,1704315600,1.54,6.8,859708.3
04-01-2024 4:15,1704316500,1.56,6.8,859710
04-01-2024 4:30,1704317400,1.52,7.6,859711.9
04-01-2024 4:45,1704318300,1.54,8.8,859714.1
04-01-2024 5:00,1704319200,1.54,11.2,859716.9
04-01-2024 5:15,1704320100,2.07,16.8,859721.1
04-01-2024 5:30,1704321000,2.11,17.2,859725.4
04-01-2024 5:45,1704321900,2.11,17.2,859729.7
04-01-2024 6:00,1704322800,1.97,21.6,859735.1
04-01-2024 6:15,1704323700,2.03,28.8,859742.3
04-01-2024 6:30,1704324600,2.05,31.2,859750.1
04-01-2024 6:45,1704325500,1.92,34,859758.6
04-01-2024 7:00,1704326400,1.89,34.4,859767.2
04-01-2024 7:15,1704327300,1.85,38.4,859776.8
04-01-2024 7:30,1704328200,1.92,33.6,859785.2
04-01-2024 7:45,1704329100,2.05,30.4,859792.8
04-01-2024 8:00,1704330000,2.03,30,859800.3
04-01-2024 8:15,1704330900,1.98,25.2,859806.6
04-01-2024 8:30,1704331800,2.01,28.8,859813.8
04-01-2024 8:45,1704332700,2.02,28.8,859821
04-01-2024 9:00,1704333600,1.96,27.6,859827.9
04-01-2024 9:15,1704334500,1.99,28.4,859835
04-01-2024 9:30,1704335400,2.02,31.2,859842.8
04-01-2024 9:45,1704336300,1.97,31.6,859850.7
04-01-2024 10:00,1704337200,2.01,31.6,859858.6
04-01-2024 10:15,1704338100,1.94,32,859866.6
04-01-2024 10:30,1704339000,2.07,30.8,859874.3
04-01-2024 10:45,1704339900,1.98,35.6,859883.2
04-01-2024 11:00,1704340800,1.93,33.2,859891.5
04-01-2024 11:15,1704341700,1.95,34,859900
04-01-2024 11:30,1704342600,1.89,34.4,859908.6
04-01-2024 11:45,1704343500,2,33.6,859917
04-01-2024 12:00,1704344400,1.99,31.6,859924.9
04-01-2024 12:15,1704345300,2.04,26.8,859931.6
04-01-2024 12:30,1704346200,1.98,23.6,859937.5
04-01-2024 12:45,1704347100,2.03,25.6,859943.9
04-01-2024 13:00,1704348000,1.98,23.6,859949.8
04-01-2024 13:15,1704348900,2.02,27.6,859956.7
04-01-2024 13:30,1704349800,1.99,27.2,859963.5
04-01-2024 13:45,1704350700,2.02,24,859969.5
04-01-2024 14:00,1704351600,2.04,24,859975.5
04-01-2024 14:15,1704352500,1.92,25.6,859981.9
04-01-2024 14:30,1704353400,2.06,24.4,859988
04-01-2024 14:45,1704354300,2.06,26.4,859994.6
04-01-2024 15:00,1704355200,2.1,21.6,860000
04-01-2024 15:15,1704356100,2.08,24.4,860006.1
04-01-2024 15:30,1704357000,2.09,27.6,860013
04-01-2024 15:45,1704357900,2.04,27.2,860019.8
04-01-2024 16:00,1704358800,1.97,30.8,860027.5
04-01-2024 16:15,1704359700,1.93,30,860035
04-01-2024 16:30,1704360600,2,28.8,860042.2
04-01-2024 16:45,1704361500,1.91,38,860051.7
04-01-2024 17:00,1704362400,1.93,35.6,860060.6
04-01-2024 17:15,1704363300,1.94,35.6,860069.5
04-01-2024 17:30,1704364200,1.9,33.2,860077.8
04-01-2024 17:45,1704365100,2,38.4,860087.4
04-01-2024 18:00,1704366000,1.94,35.2,860096.2
04-01-2024 18:15,1704366900,1.92,35.2,860105
04-01-2024 18:30,1704367800,1.94,30.8,860112.7
04-01-2024 18:45,1704368700,1.99,29.6,860120.1
04-01-2024 19:00,1704369600,2.05,32,860128.1
04-01-2024 19:15,1704370500,1.97,32.8,860136.3
04-01-2024 19:30,1704371400,1.98,31.2,860144.1
04-01-2024 19:45,1704372300,1.95,30.4,860151.7
04-01-2024 20:00,1704373200,2.06,30.8,860159.4
04-01-2024 20:15,1704374100,2.07,26,860165.9
04-01-2024 20:30,1704375000,2.1,24.8,860172.1
04-01-2024 20:45,1704375900,2.04,26,860178.6
04-01-2024 21:00,1704376800,1.99,24.4,860184.7
04-01-2024 21:15,1704377700,1.44,18.8,860189.4
04-01-2024 21:30,1704378600,1.54,15.2,860193.2
04-01-2024 21:45,1704379500,1.44,16.4,860197.3
04-01-2024 22:00,1704380400,1.55,15.2,860201.1
04-01-2024 22:15,1704381300,1.57,12.8,860204.3
04-01-2024 22:30,1704382200,1.57,11.2,860207.1
04-01-2024 22:45,1704383100,1.66,10.8,860209.8
04-01-2024 23:00,1704384000,1.67,10.4,860212.4
04-01-2024 23:15,1704384900,1.61,8.4,860214.5
04-01-2024 23:30,1704385800,1.64,7.6,860216.4
04-01-2024 23:45,1704386700,1.58,8.4,860218.5
05-01-2024 0:00,1704387600,1.57,7.2,860220.3
05-01-2024 0:15,1704388500,1.56,6.4,860221.9
05-01-2024 0:30,1704389400,1.57,6.8,860223.6
05-01-2024 0:45,1704390300,1.72,6.8,860225.3
05-01-2024 1:00,1704391200,1.66,6.8,860227
05-01-2024 1:15,1704392100,1.65,6.4,860228.6
05-01-2024 1:30,1704393000,1.65,6.8,860230.3
05-01-2024 1:45,1704393900,1.62,6.8,860232
05-01-2024 2:00,1704394800,1.65,8.4,860234.1
05-01-2024 2:15,1704395700,1.65,6.4,860235.7
05-01-2024 2:30,1704396600,1.64,6.4,860237.3
05-01-2024 2:45,1704397500,1.67,6.4,860238.9
05-01-2024 3:00,1704398400,1.63,6,860240.4
05-01-2024 3:15,1704399300,1.66,6.8,860242.1
05-01-2024 3:30,1704400200,1.7,6.8,860243.8
05-01-2024 3:45,1704401100,1.68,7.2,860245.6
05-01-2024 4:00,1704402000,1.69,8.4,860247.7
05-01-2024 4:15,1704402900,1.66,8.8,860249.9
05-01-2024 4:30,1704403800,1.59,10.4,860252.5
05-01-2024 4:45,1704404700,1.63,11.6,860255.4
05-01-2024 5:00,1704405600,2.12,16.4,860259.5
05-01-2024 5:15,1704406500,2.11,17.2,860263.8
05-01-2024 5:30,1704407400,2.12,17.2,860268.1
05-01-2024 5:45,1704408300,2.09,20.8,860273.3
05-01-2024 6:00,1704409200,2.1,21.6,860278.7
05-01-2024 6:15,1704410100,1.98,28.4,860285.8
05-01-2024 6:30,1704411000,1.99,33.2,860294.1
05-01-2024 6:45,1704411900,1.89,36.8,860303.3
05-01-2024 7:00,1704412800,1.97,35.2,860312.1
05-01-2024 7:15,1704413700,1.87,36.8,860321.3
05-01-2024 7:30,1704414600,1.9,33.2,860329.6
05-01-2024 7:45,1704415500,2.05,35.6,860338.5
05-01-2024 8:00,1704416400,2,31.6,860346.4
05-01-2024 8:15,1704417300,1.99,28.8,860353.6
05-01-2024 8:30,1704418200,2.05,28.4,860360.7
05-01-2024 8:45,1704419100,1.96,29.6,860368.1
05-01-2024 9:00,1704420000,1.96,29.2,860375.4
05-01-2024 9:15,1704420900,2.02,28,860382.4
05-01-2024 9:30,1704421800,1.98,28.4,860389.5
05-01-2024 9:45,1704422700,2.06,32,860397.5
05-01-2024 10:00,1704423600,1.96,28.4,860404.6
05-01-2024 10:15,1704424500,2.01,34.4,860413.2
05-01-2024 10:30,1704425400,1.97,34,860421.7
05-01-2024 10:45,1704426300,2.01,33.2,860430
05-01-2024 11:00,1704427200,1.98,34.4,860438.6
05-01-2024 11:15,1704428100,1.99,32.4,860446.7
05-01-2024 11:30,1704429000,2.03,32,860454.7
05-01-2024 11:45,1704429900,2.03,30,860462.2
05-01-2024 12:00,1704430800,2.03,28.8,860469.4
05-01-2024 12:15,1704431700,2.01,26.4,860476
05-01-2024 12:30,1704432600,2.01,22.8,860481.7
05-01-2024 12:45,1704433500,2.03,24,860487.7
05-01-2024 13:00,1704434400,2.05,21.2,860493
05-01-2024 13:15,1704435300,2.07,22,860498.5
05-01-2024 13:30,1704436200,2.06,25.6,860504.9
05-01-2024 13:45,1704437100,2.01,24,860510.9
05-01-2024 14:00,1704438000,1.97,22.8,860516.6
05-01-2024 14:15,1704438900,2.03,22,860522.1
05-01-2024 14:30,1704439800,2.02,24.4,860528.2
05-01-2024 14:45,1704440700,2.09,22.8,860533.9
05-01-2024 15:00,1704441600,2.03,22.8,860539.6
05-01-2024 15:15,1704442500,2.1,13.2,860542.9
05-01-2024 15:30,1704443400,2.11,10,860545.4
05-01-2024 15:45,1704444300,1.98,28.4,860552.5
05-01-2024 16:00,1704445200,2.03,31.6,860560.4
05-01-2024 16:15,1704446100,2.07,31.2,860568.2
05-01-2024 16:30,1704447000,1.86,0,860576.3
05-01-2024 16:30,1704447000,1.98,27.6,860575.1
05-01-2024 16:45,1704447900,2.03,31.9,860584.3
05-01-2024 17:00,1704448800,1.99,30,860591.8
05-01-2024 17:15,1704449700,2.01,33.6,860600.2
05-01-2024 17:30,1704450600,2.02,38,860609.7
05-01-2024 17:45,1704451500,1.97,36,860618.7
05-01-2024 18:00,1704452400,1.86,36.8,860627.9
05-01-2024 18:15,1704453300,1.95,37.2,860637.2
05-01-2024 18:30,1704454200,1.98,32.8,860645.4
05-01-2024 18:45,1704455100,1.97,27.6,860652.3
05-01-2024 19:00,1704456000,2.06,29.2,860659.6
05-01-2024 19:15,1704456900,1.99,31.6,860667.5
05-01-2024 19:30,1704457800,2.1,27.2,860674.3
05-01-2024 19:45,1704458700,2.03,25.2,860680.6
05-01-2024 20:00,1704459600,2.01,23.6,860686.5
05-01-2024 20:15,1704460500,1.97,24.8,860692.7
05-01-2024 20:30,1704461400,2.08,24.8,860698.9
05-01-2024 20:45,1704462300,2,22.8,860704.6
05-01-2024 21:00,1704463200,2.07,23.2,860710.4
05-01-2024 21:15,1704464100,2.09,20.4,860715.5
05-01-2024 21:30,1704465000,1.88,17.2,860719.8
05-01-2024 21:45,1704465900,1.72,15.6,860723.7
05-01-2024 22:00,1704466800,1.66,13.6,860727.1
05-01-2024 22:15,1704467700,1.59,12,860730.1
05-01-2024 22:30,1704468600,1.57,11.6,860733
05-01-2024 22:45,1704469500,1.6,8.8,860735.2
05-01-2024 23:00,1704470400,1.6,8.4,860737.3
05-01-2024 23:15,1704471300,1.6,7.6,860739.2
05-01-2024 23:30,1704472200,1.58,7.6,860741.1
05-01-2024 23:45,1704473100,1.59,6.4,860742.7
06-01-2024 0:00,1704474000,1.59,6.4,860744.3
06-01-2024 0:15,1704474900,1.58,6,860745.8
06-01-2024 0:30,1704475800,1.58,5.2,860747.1
06-01-2024 0:45,1704476700,1.6,4.8,860748.3
06-01-2024 1:00,1704477600,1.58,4.8,860749.5
06-01-2024 1:15,1704478500,1.59,4.8,860750.7
06-01-2024 1:30,1704479400,1.59,4.8,860751.9
06-01-2024 1:45,1704480300,1.59,4.8,860753.1
06-01-2024 2:00,1704481200,1.59,5.2,860754.4
06-01-2024 2:15,1704482100,1.6,5.2,860755.7
06-01-2024 2:30,1704483000,1.59,4.8,860756.9
